star 1	err	star 2	err	star 3	err	HJD	2-1	3-1	3-2	Epoch	error 3-2	error 2-1	error 3-1	phase	new pahse
-12.377	0.003	-9.444	0.02	-10.47	0.01	2459522.685	2.933	1.907	-1.026	59522.68472	0.02236067977	0.02022374842	0.01044030651	0.1734792461	0.2896341647
-12.279	0.004	-9.273	0.022	-10.326	0.011	2459522.685	3.006	1.953	-1.053	59522.68492	0.02459674775	0.02236067977	0.01170469991	0.1740576622	0.2902440091
-12.359	0.003	-9.428	0.02	-10.433	0.01	2459522.685	2.931	1.926	-1.005	59522.6851	0.02236067977	0.02022374842	0.01044030651	0.1746675066	0.2908228622
-12.343	0.003	-9.412	0.021	-10.44	0.01	2459522.685	2.931	1.903	-1.028	59522.68529	0.0232594067	0.02121320344	0.01044030651	0.1752463598	0.2914077626
-12.424	0.003	-9.454	0.019	-10.496	0.01	2459522.685	2.97	1.928	-1.042	59522.68548	0.02147091055	0.01923538406	0.01044030651	0.1758312602	0.2919927269
-12.37	0.003	-9.426	0.02	-10.445	0.01	2459522.685	2.944	1.925	-1.019	59522.68567	0.02236067977	0.02022374842	0.01044030651	0.1764162245	0.2925784375
-12.245	0.004	-9.307	0.022	-10.324	0.011	2459522.686	2.938	1.921	-1.017	59522.68585	0.02459674775	0.02236067977	0.01170469991	0.1770019351	0.2931614998
-12.402	0.003	-9.466	0.019	-10.47	0.01	2459522.686	2.936	1.932	-1.004	59522.68604	0.02147091055	0.01923538406	0.01044030651	0.1775849974	0.2937454028
-12.369	0.003	-9.451	0.02	-10.446	0.01	2459522.686	2.918	1.923	-0.995	59522.68623	0.02236067977	0.02022374842	0.01044030651	0.1781689003	0.2943303671
-12.42	0.003	-9.455	0.02	-10.492	0.01	2459522.686	2.965	1.928	-1.037	59522.68643	0.02236067977	0.02022374842	0.01044030651	0.1787538646	0.2949586073
-12.408	0.003	-9.462	0.02	-10.453	0.01	2459522.686	2.946	1.955	-0.991	59522.68664	0.02236067977	0.02022374842	0.01044030651	0.1793821048	0.2956020332
-12.433	0.003	-9.438	0.02	-10.486	0.01	2459522.687	2.995	1.947	-1.048	59522.68684	0.02236067977	0.02022374842	0.01044030651	0.1800255307	0.2962251917
-12.405	0.003	-9.476	0.019	-10.459	0.01	2459522.687	2.929	1.946	-0.983	59522.68702	0.02147091055	0.01923538406	0.01044030651	0.1806486892	0.2968075977
-12.447	0.003	-9.452	0.02	-10.498	0.01	2459522.687	2.995	1.949	-1.046	59522.68722	0.02236067977	0.02022374842	0.01044030651	0.1812310953	0.2974279192
-12.438	0.003	-9.398	0.02	-10.494	0.01	2459522.687	3.04	1.944	-1.096	59522.68741	0.02236067977	0.02022374842	0.01044030651	0.1818514167	0.2980132566
-12.126	0.004	-9.196	0.024	-10.179	0.012	2459522.687	2.93	1.947	-0.983	59522.6876	0.02683281573	0.02433105012	0.01264911064	0.1824367542	0.2986032722
-12.235	0.004	-9.246	0.023	-10.306	0.011	2459522.688	2.989	1.929	-1.06	59522.68779	0.02549509757	0.02334523506	0.01170469991	0.1830267697	0.2991874873
-11.807	0.005	-8.858	0.031	-9.848	0.015	2459522.688	2.949	1.959	-0.99	59522.68797	0.03443835072	0.03140063694	0.0158113883	0.1836109848	0.299770641
-12.401	0.003	-9.419	0.02	-10.428	0.01	2459522.688	2.982	1.973	-1.009	59522.68817	0.02236067977	0.02022374842	0.01044030651	0.1841941386	0.3003840717
-12.369	0.003	-9.384	0.021	-10.431	0.01	2459522.688	2.985	1.938	-1.047	59522.68836	0.0232594067	0.02121320344	0.01044030651	0.1848075692	0.300966167
-12.388	0.003	-9.389	0.02	-10.432	0.01	2459522.688	2.999	1.956	-1.043	59522.68854	0.02236067977	0.02022374842	0.01044030651	0.1853896645	0.3015471399
-12.456	0.003	-9.494	0.019	-10.512	0.009	2459522.689	2.962	1.944	-1.018	59522.68873	0.02102379604	0.01923538406	0.009486832981	0.1859706375	0.3021335373
-12.419	0.003	-9.438	0.02	-10.454	0.01	2459522.689	2.981	1.965	-1.016	59522.68892	0.02236067977	0.02022374842	0.01044030651	0.1865570348	0.3027195295
-12.442	0.003	-9.467	0.02	-10.473	0.01	2459522.689	2.975	1.969	-1.006	59522.68911	0.02236067977	0.02022374842	0.01044030651	0.1871430271	0.3033030593
-12.382	0.003	-9.435	0.02	-10.432	0.01	2459522.689	2.947	1.95	-0.997	59522.68929	0.02236067977	0.02022374842	0.01044030651	0.1877265569	0.3038869303
-12.29	0.004	-9.35	0.021	-10.305	0.011	2459522.689	2.94	1.985	-0.955	59522.68948	0.02370653918	0.02137755833	0.01170469991	0.1883104279	0.3044725495
-12.384	0.003	-9.408	0.02	-10.412	0.01	2459522.689	2.976	1.972	-1.004	59522.68967	0.02236067977	0.02022374842	0.01044030651	0.188896047	0.3050553301
-12.43	0.003	-9.469	0.019	-10.474	0.01	2459522.69	2.961	1.956	-1.005	59522.68987	0.02147091055	0.01923538406	0.01044030651	0.1894788276	0.3056782084
-12.465	0.003	-9.434	0.02	-10.493	0.01	2459522.69	3.031	1.972	-1.059	59522.69005	0.02236067977	0.02022374842	0.01044030651	0.1901017059	0.3062599291
-12.45	0.003	-9.472	0.019	-10.467	0.01	2459522.69	2.978	1.983	-0.995	59522.69024	0.02147091055	0.01923538406	0.01044030651	0.1906834266	0.3068423351
-12.429	0.003	-9.45	0.019	-10.427	0.01	2459522.69	2.979	2.002	-0.977	59522.69043	0.02147091055	0.01923538406	0.01044030651	0.1912658326	0.3074254903
-12.419	0.003	-9.41	0.021	-10.47	0.01	2459522.69	3.009	1.949	-1.06	59522.69062	0.0232594067	0.02121320344	0.01044030651	0.1918489878	0.3080154739
-12.448	0.003	-9.493	0.019	-10.479	0.01	2459522.691	2.955	1.969	-0.986	59522.6908	0.02147091055	0.01923538406	0.01044030651	0.1924389714	0.3085975372
-12.468	0.003	-9.482	0.019	-10.497	0.009	2459522.691	2.986	1.971	-1.015	59522.69099	0.02102379604	0.01923538406	0.009486832981	0.1930210348	0.3091791955
-12.419	0.003	-9.438	0.02	-10.462	0.01	2459522.691	2.981	1.957	-1.024	59522.69119	0.02236067977	0.02022374842	0.01044030651	0.1936026931	0.3098046306
-12.434	0.003	-9.423	0.02	-10.445	0.01	2459522.691	3.011	1.989	-1.022	59522.69138	0.02236067977	0.02022374842	0.01044030651	0.1942281282	0.3103917452
-12.36	0.003	-9.354	0.021	-10.378	0.01	2459522.691	3.006	1.982	-1.024	59522.69157	0.0232594067	0.02121320344	0.01044030651	0.1948152428	0.3109737781
-12.285	0.004	-9.252	0.023	-10.284	0.011	2459522.692	3.033	2.001	-1.032	59522.69175	0.02549509757	0.02334523506	0.01170469991	0.1953972756	0.3115573079
-12.255	0.004	-9.271	0.023	-10.251	0.011	2459522.692	2.984	2.004	-0.98	59522.69194	0.02549509757	0.02334523506	0.01170469991	0.1959808054	0.3121393393
-12.413	0.003	-9.44	0.02	-10.431	0.01	2459522.692	2.973	1.982	-0.991	59522.69214	0.02236067977	0.02022374842	0.01044030651	0.1965628369	0.3127520847
-12.371	0.003	-9.375	0.021	-10.364	0.01	2459522.692	2.996	2.007	-0.989	59522.69233	0.0232594067	0.02121320344	0.01044030651	0.1971755822	0.3133546956
-12.466	0.003	-9.472	0.019	-10.496	0.01	2459522.692	2.994	1.97	-1.024	59522.69252	0.02147091055	0.01923538406	0.01044030651	0.1977781932	0.3139389732
-12.448	0.003	-9.451	0.019	-10.47	0.01	2459522.693	2.997	1.978	-1.019	59522.69271	0.02147091055	0.01923538406	0.01044030651	0.1983624707	0.314523936
-12.408	0.003	-9.365	0.021	-10.398	0.01	2459522.693	3.043	2.01	-1.033	59522.69289	0.0232594067	0.02121320344	0.01044030651	0.1989474335	0.3151055943
-12.14	0.004	-9.109	0.025	-10.141	0.012	2459522.693	3.031	1.999	-1.032	59522.69308	0.02773084925	0.0253179778	0.01264911064	0.1995290918	0.3156938007
-12.445	0.003	-9.488	0.019	-10.432	0.01	2459522.693	2.957	2.013	-0.944	59522.69327	0.02147091055	0.01923538406	0.01044030651	0.2001172983	0.3162747737
-12.422	0.003	-9.407	0.02	-10.433	0.01	2459522.693	3.015	1.989	-1.026	59522.69346	0.02236067977	0.02022374842	0.01044030651	0.2006982712	0.3168643827
-12.428	0.003	-9.403	0.02	-10.438	0.01	2459522.693	3.025	1.99	-1.035	59522.69364	0.02236067977	0.02022374842	0.01044030651	0.2012878802	0.3174461034
-12.488	0.003	-9.438	0.02	-10.485	0.01	2459522.694	3.05	2.003	-1.047	59522.69383	0.02236067977	0.02022374842	0.01044030651	0.2018696009	0.318028884
-12.423	0.003	-9.407	0.021	-10.438	0.01	2459522.694	3.016	1.985	-1.031	59522.69402	0.0232594067	0.02121320344	0.01044030651	0.2024523815	0.3186166853
-12.501	0.003	-9.491	0.019	-10.498	0.01	2459522.694	3.01	2.003	-1.007	59522.69421	0.02147091055	0.01923538406	0.01044030651	0.2030401829	0.3192244404
-12.493	0.003	-9.485	0.02	-10.467	0.01	2459522.694	3.008	2.026	-0.982	59522.69444	0.02236067977	0.02022374842	0.01044030651	0.203647938	0.3199345603
-12.498	0.003	-9.479	0.02	-10.496	0.01	2459522.694	3.019	2.002	-1.017	59522.69463	0.02236067977	0.02022374842	0.01044030651	0.2043580578	0.3205180886
-12.548	0.003	-9.528	0.019	-10.541	0.009	2459522.695	3.02	2.007	-1.013	59522.69481	0.02102379604	0.01923538406	0.009486832981	0.2049415862	0.3210993738
-12.48	0.003	-9.447	0.019	-10.452	0.01	2459522.695	3.033	2.028	-1.005	59522.695	0.02147091055	0.01923538406	0.01044030651	0.2055228713	0.3216818422
-12.411	0.003	-9.369	0.021	-10.395	0.01	2459522.695	3.042	2.016	-1.026	59522.69519	0.0232594067	0.02121320344	0.01044030651	0.2061053398	0.3222631259
-12.479	0.003	-9.411	0.02	-10.456	0.01	2459522.695	3.068	2.023	-1.045	59522.69537	0.02236067977	0.02022374842	0.01044030651	0.2066866234	0.3228448785
-12.477	0.003	-9.43	0.021	-10.479	0.01	2459522.695	3.047	1.998	-1.049	59522.69556	0.0232594067	0.02121320344	0.01044030651	0.2072683761	0.3234262247
-12.505	0.003	-9.478	0.019	-10.504	0.01	2459522.696	3.027	2.001	-1.026	59522.69575	0.02147091055	0.01923538406	0.01044030651	0.2078497222	0.3240118438
-12.45	0.003	-9.394	0.021	-10.435	0.01	2459522.696	3.056	2.015	-1.041	59522.69594	0.0232594067	0.02121320344	0.01044030651	0.2084353413	0.3245961213
-12.511	0.003	-9.441	0.02	-10.509	0.009	2459522.696	3.07	2.002	-1.068	59522.69613	0.0219317122	0.02022374842	0.009486832981	0.2090196188	0.3251890044
-12.481	0.003	-9.409	0.02	-10.465	0.01	2459522.696	3.072	2.016	-1.056	59522.69633	0.02236067977	0.02022374842	0.01044030651	0.2096125019	0.3258198015
-12.551	0.003	-9.529	0.019	-10.514	0.01	2459522.696	3.022	2.037	-0.985	59522.69652	0.02147091055	0.01923538406	0.01044030651	0.210243299	0.3264134018
-12.465	0.003	-9.387	0.021	-10.426	0.01	2459522.697	3.078	2.039	-1.039	59522.69671	0.0232594067	0.02121320344	0.01044030651	0.2108368993	0.3270001737
-12.443	0.003	-9.414	0.021	-10.407	0.01	2459522.697	3.029	2.036	-0.993	59522.69693	0.0232594067	0.02121320344	0.01044030651	0.2114236713	0.3277067073
-12.517	0.003	-9.469	0.02	-10.491	0.01	2459522.697	3.048	2.026	-1.022	59522.69712	0.02236067977	0.02022374842	0.01044030651	0.2121302049	0.3282916397
-12.507	0.003	-9.476	0.019	-10.464	0.01	2459522.697	3.031	2.043	-0.988	59522.69731	0.02147091055	0.01923538406	0.01044030651	0.2127151372	0.328875168
-12.444	0.003	-9.445	0.019	-10.424	0.01	2459522.697	2.999	2.02	-0.979	59522.69753	0.02147091055	0.01923538406	0.01044030651	0.2132986656	0.3295802047
-12.447	0.003	-9.395	0.02	-10.407	0.01	2459522.698	3.052	2.04	-1.012	59522.69772	0.02236067977	0.02022374842	0.01044030651	0.2140037023	0.3301637345
-12.529	0.003	-9.475	0.019	-10.506	0.01	2459522.698	3.054	2.023	-1.031	59522.69791	0.02147091055	0.01923538406	0.01044030651	0.2145872321	0.3307461405
-12.434	0.003	-9.357	0.021	-10.393	0.01	2459522.698	3.077	2.041	-1.036	59522.6981	0.0232594067	0.02121320344	0.01044030651	0.2151696381	0.3313318526
-12.282	0.004	-9.271	0.023	-10.242	0.011	2459522.698	3.011	2.04	-0.971	59522.69828	0.02549509757	0.02334523506	0.01170469991	0.2157553501	0.3319128255
-12.294	0.003	-9.287	0.022	-10.251	0.011	2459522.698	3.007	2.043	-0.964	59522.69847	0.02459674775	0.02220360331	0.01140175425	0.2163363231	0.3324988483
-12.378	0.003	-9.355	0.021	-10.316	0.011	2459522.698	3.023	2.062	-0.961	59522.69866	0.02370653918	0.02121320344	0.01140175425	0.2169223458	0.3330831258
-12.438	0.003	-9.405	0.021	-10.385	0.01	2459522.699	3.033	2.053	-0.98	59522.69884	0.0232594067	0.02121320344	0.01044030651	0.2175066234	0.333666281
-12.438	0.003	-9.374	0.021	-10.433	0.01	2459522.699	3.064	2.005	-1.059	59522.69903	0.0232594067	0.02121320344	0.01044030651	0.2180897786	0.334249686
-12.417	0.003	-9.372	0.021	-10.402	0.01	2459522.699	3.045	2.015	-1.03	59522.69922	0.0232594067	0.02121320344	0.01044030651	0.2186731835	0.3348498649
-12.491	0.003	-9.475	0.019	-10.435	0.01	2459522.699	3.016	2.056	-0.96	59522.69941	0.02147091055	0.01923538406	0.01044030651	0.2192733625	0.3354311805
-12.439	0.003	-9.352	0.021	-10.392	0.01	2459522.699	3.087	2.047	-1.04	59522.6996	0.0232594067	0.02121320344	0.01044030651	0.2198546781	0.3360168926
-12.455	0.003	-9.348	0.021	-10.419	0.01	2459522.7	3.107	2.036	-1.071	59522.6998	0.0232594067	0.02121320344	0.01044030651	0.2204403901	0.3366404243
-12.445	0.003	-9.384	0.02	-10.41	0.01	2459522.7	3.061	2.035	-1.026	59522.69999	0.02236067977	0.02022374842	0.01044030651	0.2210639218	0.3372264165
-12.495	0.003	-9.432	0.02	-10.447	0.01	2459522.7	3.063	2.048	-1.015	59522.70017	0.02236067977	0.02022374842	0.01044030651	0.2216499141	0.3378124712
-12.42	0.003	-9.346	0.021	-10.374	0.01	2459522.7	3.074	2.046	-1.028	59522.70038	0.0232594067	0.02121320344	0.01044030651	0.2222359687	0.3384421474
-12.526	0.003	-9.471	0.019	-10.48	0.01	2459522.7	3.055	2.046	-1.009	59522.70056	0.02147091055	0.01923538406	0.01044030651	0.2228656449	0.3390264249
-12.501	0.003	-9.457	0.019	-10.459	0.01	2459522.701	3.044	2.042	-1.002	59522.70075	0.02147091055	0.01923538406	0.01044030651	0.2234499225	0.3396120745
-12.545	0.003	-9.489	0.019	-10.479	0.01	2459522.701	3.056	2.066	-0.99	59522.70094	0.02147091055	0.01923538406	0.01044030651	0.2240355721	0.3401948551
-12.419	0.003	-9.315	0.021	-10.372	0.01	2459522.701	3.104	2.047	-1.057	59522.70114	0.0232594067	0.02121320344	0.01044030651	0.2246183527	0.3408155498
-12.333	0.003	-9.224	0.023	-10.256	0.011	2459522.701	3.109	2.077	-1.032	59522.70133	0.02549509757	0.02319482701	0.01140175425	0.2252390473	0.341404443
-12.518	0.003	-9.449	0.02	-10.439	0.01	2459522.701	3.069	2.079	-0.99	59522.70151	0.02236067977	0.02022374842	0.01044030651	0.2258279405	0.341990123
-12.554	0.003	-9.512	0.019	-10.465	0.01	2459522.702	3.042	2.089	-0.953	59522.7017	0.02147091055	0.01923538406	0.01044030651	0.2264136206	0.342581197
-12.533	0.003	-9.482	0.019	-10.481	0.01	2459522.702	3.051	2.052	-0.999	59522.70189	0.02147091055	0.01923538406	0.01044030651	0.2270046946	0.3431628872
-12.524	0.003	-9.459	0.02	-10.456	0.01	2459522.702	3.065	2.068	-0.997	59522.70208	0.02236067977	0.02022374842	0.01044030651	0.2275863848	0.3437475074
-12.513	0.003	-9.438	0.02	-10.409	0.01	2459522.702	3.075	2.104	-0.971	59522.70227	0.02236067977	0.02022374842	0.01044030651	0.228171005	0.3443334997
-12.541	0.003	-9.445	0.02	-10.503	0.01	2459522.702	3.096	2.038	-1.058	59522.70249	0.02236067977	0.02022374842	0.01044030651	0.2287569972	0.3450404079
-12.532	0.003	-9.426	0.02	-10.449	0.01	2459522.702	3.106	2.083	-1.023	59522.70269	0.02236067977	0.02022374842	0.01044030651	0.2294639054	0.345651032
-12.494	0.003	-9.364	0.022	-10.424	0.01	2459522.703	3.13	2.07	-1.06	59522.70288	0.02416609195	0.02220360331	0.01044030651	0.2300745295	0.3462359948
-12.519	0.003	-9.436	0.019	-10.432	0.01	2459522.703	3.083	2.087	-0.996	59522.70307	0.02147091055	0.01923538406	0.01044030651	0.2306594924	0.3468425666
-12.536	0.003	-9.44	0.02	-10.448	0.01	2459522.703	3.096	2.088	-1.008	59522.70326	0.02236067977	0.02022374842	0.01044030651	0.2312660642	0.3474278416
-12.493	0.003	-9.419	0.021	-10.402	0.01	2459522.703	3.074	2.091	-0.983	59522.70345	0.0232594067	0.02121320344	0.01044030651	0.2318513392	0.3480106222
-12.474	0.003	-9.401	0.02	-10.395	0.01	2459522.703	3.073	2.079	-0.994	59522.70366	0.02236067977	0.02022374842	0.01044030651	0.2324341198	0.3486825464
-12.539	0.003	-9.438	0.02	-10.469	0.01	2459522.704	3.101	2.07	-1.031	59522.70385	0.02236067977	0.02022374842	0.01044030651	0.233106044	0.3492642671
-12.523	0.003	-9.418	0.02	-10.431	0.01	2459522.704	3.105	2.092	-1.013	59522.70403	0.02236067977	0.02022374842	0.01044030651	0.2336877647	0.3498470477
-12.532	0.003	-9.439	0.02	-10.438	0.01	2459522.704	3.093	2.094	-0.999	59522.70422	0.02236067977	0.02022374842	0.01044030651	0.2342705453	0.3504276766
-12.443	0.003	-9.346	0.021	-10.372	0.01	2459522.704	3.097	2.071	-1.026	59522.70442	0.0232594067	0.02121320344	0.01044030651	0.2348511741	0.3510653035
-12.502	0.003	-9.397	0.021	-10.412	0.01	2459522.704	3.105	2.09	-1.015	59522.70462	0.0232594067	0.02121320344	0.01044030651	0.235488801	0.3516711566
-12.566	0.003	-9.459	0.02	-10.466	0.01	2459522.705	3.107	2.1	-1.007	59522.70481	0.02236067977	0.02022374842	0.01044030651	0.2360946541	0.352253564
-12.525	0.003	-9.474	0.02	-10.445	0.01	2459522.705	3.051	2.08	-0.971	59522.705	0.02236067977	0.02022374842	0.01044030651	0.2366770616	0.3528590745
-12.552	0.003	-9.438	0.02	-10.481	0.01	2459522.705	3.114	2.071	-1.043	59522.70523	0.02236067977	0.02022374842	0.01044030651	0.237282572	0.3535681649
-12.548	0.003	-9.439	0.02	-10.456	0.01	2459522.705	3.109	2.092	-1.017	59522.70542	0.02236067977	0.02022374842	0.01044030651	0.2379916625	0.3541628876
-12.423	0.003	-9.289	0.022	-10.323	0.011	2459522.705	3.134	2.1	-1.034	59522.70561	0.02459674775	0.02220360331	0.01140175425	0.2385863851	0.3547561757
-12.37	0.003	-9.229	0.023	-10.265	0.011	2459522.706	3.141	2.105	-1.036	59522.7058	0.02549509757	0.02319482701	0.01140175425	0.2391796733	0.3553414507
-12.57	0.003	-9.5	0.019	-10.48	0.01	2459522.706	3.07	2.09	-0.98	59522.706	0.02147091055	0.01923538406	0.01044030651	0.2397649483	0.3559657635
-12.508	0.003	-9.42	0.02	-10.408	0.01	2459522.706	3.088	2.1	-0.988	59522.70618	0.02236067977	0.02022374842	0.01044030651	0.2403892611	0.3565513812
-12.43	0.003	-9.309	0.022	-10.327	0.011	2459522.706	3.121	2.103	-1.018	59522.7064	0.02459674775	0.02220360331	0.01140175425	0.2409748787	0.3572225881
-12.498	0.003	-9.347	0.021	-10.417	0.01	2459522.706	3.151	2.081	-1.07	59522.70659	0.0232594067	0.02121320344	0.01044030651	0.2416460857	0.3578096722
-12.561	0.003	-9.414	0.02	-10.458	0.01	2459522.707	3.147	2.103	-1.044	59522.70678	0.02236067977	0.02022374842	0.01044030651	0.2422331698	0.358396132
-12.566	0.003	-9.47	0.019	-10.474	0.01	2459522.707	3.096	2.092	-1.004	59522.707	0.02147091055	0.01923538406	0.01044030651	0.2428196296	0.3591048174
-12.502	0.003	-9.39	0.021	-10.409	0.01	2459522.707	3.112	2.093	-1.019	59522.70719	0.0232594067	0.02121320344	0.01044030651	0.2435283149	0.3596940823
-12.549	0.003	-9.394	0.021	-10.437	0.01	2459522.707	3.155	2.112	-1.043	59522.70738	0.0232594067	0.02121320344	0.01044030651	0.2441175798	0.3602816034
-12.472	0.003	-9.349	0.021	-10.378	0.01	2459522.707	3.123	2.094	-1.029	59522.70758	0.0232594067	0.02121320344	0.01044030651	0.2447051009	0.360887426
-12.58	0.003	-9.458	0.019	-10.47	0.01	2459522.708	3.122	2.11	-1.012	59522.70777	0.02147091055	0.01923538406	0.01044030651	0.2453109235	0.361494776
-12.494	0.003	-9.347	0.021	-10.379	0.01	2459522.708	3.147	2.115	-1.032	59522.70796	0.0232594067	0.02121320344	0.01044030651	0.2459182735	0.362075749
-12.555	0.003	-9.433	0.02	-10.453	0.01	2459522.708	3.122	2.102	-1.02	59522.70815	0.02236067977	0.02022374842	0.01044030651	0.2464992465	0.3626646726
-12.372	0.003	-9.229	0.023	-10.274	0.011	2459522.708	3.143	2.098	-1.045	59522.70833	0.02549509757	0.02319482701	0.01140175425	0.2470881702	0.3632470787
-12.517	0.003	-9.401	0.02	-10.431	0.01	2459522.708	3.116	2.086	-1.03	59522.70852	0.02236067977	0.02022374842	0.01044030651	0.2476705762	0.3638291115
-12.49	0.003	-9.351	0.022	-10.37	0.01	2459522.709	3.139	2.12	-1.019	59522.7087	0.02416609195	0.02220360331	0.01044030651	0.2482526091	0.3644090551
-12.417	0.003	-9.275	0.022	-10.29	0.011	2459522.709	3.142	2.127	-1.015	59522.70889	0.02459674775	0.02220360331	0.01140175425	0.2488325526	0.364992521
-12.5	0.003	-9.361	0.022	-10.375	0.01	2459522.709	3.139	2.125	-1.014	59522.70908	0.02416609195	0.02220360331	0.01044030651	0.2494160185	0.3655767985
-12.493	0.003	-9.348	0.022	-10.373	0.01	2459522.709	3.145	2.12	-1.025	59522.70927	0.02416609195	0.02220360331	0.01044030651	0.2500002961	0.3661631654
-12.508	0.003	-9.388	0.021	-10.4	0.01	2459522.709	3.12	2.108	-1.012	59522.7095	0.0232594067	0.02121320344	0.01044030651	0.2505866629	0.3668780243
-12.46	0.003	-9.304	0.022	-10.363	0.01	2459522.709	3.156	2.097	-1.059	59522.70968	0.02416609195	0.02220360331	0.01044030651	0.2513015219	0.3674611795
-12.405	0.003	-9.265	0.023	-10.31	0.011	2459522.71	3.14	2.095	-1.045	59522.70987	0.02549509757	0.02319482701	0.01140175425	0.2518846771	0.3680472023
-12.51	0.003	-9.382	0.021	-10.407	0.01	2459522.71	3.128	2.103	-1.025	59522.71006	0.0232594067	0.02121320344	0.01044030651	0.2524706998	0.3686332265
-12.439	0.003	-9.271	0.023	-10.31	0.011	2459522.71	3.168	2.129	-1.039	59522.71027	0.02549509757	0.02319482701	0.01140175425	0.253056724	0.3692777122
-12.441	0.003	-9.335	0.022	-10.323	0.011	2459522.71	3.106	2.118	-0.988	59522.71049	0.02459674775	0.02220360331	0.01140175425	0.2537012098	0.3699861159
-12.43	0.003	-9.317	0.022	-10.29	0.011	2459522.71	3.113	2.14	-0.973	59522.71068	0.02459674775	0.02220360331	0.01140175425	0.2544096135	0.3705673996
-12.448	0.003	-9.329	0.021	-10.347	0.01	2459522.711	3.119	2.101	-1.018	59522.71087	0.0232594067	0.02121320344	0.01044030651	0.2549908972	0.371152332
-12.457	0.003	-9.356	0.021	-10.33	0.011	2459522.711	3.101	2.127	-0.974	59522.71105	0.02370653918	0.02121320344	0.01140175425	0.2555758295	0.371736579
-12.558	0.003	-9.433	0.02	-10.451	0.01	2459522.711	3.125	2.107	-1.018	59522.71124	0.02236067977	0.02022374842	0.01044030651	0.2561600766	0.3723222591
-12.523	0.003	-9.383	0.021	-10.411	0.01	2459522.711	3.14	2.112	-1.028	59522.71144	0.0232594067	0.02121320344	0.01044030651	0.2567457567	0.3729476318
-12.161	0.004	-8.989	0.028	-10.016	0.013	2459522.711	3.172	2.145	-1.027	59522.71163	0.03087069808	0.02828427125	0.01360147051	0.2573711294	0.3735292901
